ProviderId,ProductCategory,ChannelId,Date,Amount,Value,PricingStrategy,Hour,Day,Month,MargeBrute,TauxRentabilité
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,11,13,2,-100.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,11,13,2,0.0,0.0
ProviderId_3,financial_services,ChannelId_3,2019-02-13,15000.0,15000,2,11,13,2,0.0,0.0
ProviderId_6,utility_bill,ChannelId_3,2019-02-13,10000.0,11200,2,11,13,2,-1200.0,-0.10714285714285714
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-644.0,644,2,11,13,2,-1288.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,11,13,2,0.0,0.0
ProviderId_3,financial_services,ChannelId_3,2019-02-13,2000.0,2000,2,11,13,2,0.0,0.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,500.0,500,4,11,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-25.0,25,2,11,13,2,-50.0,-2.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,2000.0,2000,4,11,13,2,0.0,0.0
ProviderId_4,airtime,ChannelId_5,2019-02-13,-1000.0,1000,4,11,13,2,-2000.0,-2.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,2000.0,2000,4,11,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-40.0,40,2,11,13,2,-80.0,-2.0
ProviderId_4,airtime,ChannelId_5,2019-02-13,-1000.0,1000,4,11,13,2,-2000.0,-2.0
ProviderId_3,financial_services,ChannelId_3,2019-02-13,10000.0,10000,2,11,13,2,0.0,0.0
ProviderId_1,financial_services,ChannelId_3,2019-02-13,1000.0,1000,2,11,13,2,0.0,0.0
ProviderId_1,financial_services,ChannelId_3,2019-02-13,11000.0,11000,2,11,13,2,0.0,0.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,3500.0,3500,4,11,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-175.0,175,2,11,13,2,-350.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,11,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,11,13,2,-100.0,-2.0
ProviderId_1,financial_services,ChannelId_3,2019-02-13,12000.0,12000,2,11,13,2,0.0,0.0
ProviderId_1,financial_services,ChannelId_3,2019-02-13,10000.0,10000,2,11,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,11,13,2,0.0,0.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,2100.0,2100,4,11,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-20.0,20,2,11,13,2,-40.0,-2.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-105.0,105,2,11,13,2,-210.0,-2.0
ProviderId_6,utility_bill,ChannelId_3,2019-02-13,10000.0,11200,2,11,13,2,-1200.0,-0.10714285714285714
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-644.0,644,2,11,13,2,-1288.0,-2.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,2000.0,2000,4,11,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-100.0,100,2,11,13,2,-200.0,-2.0
ProviderId_5,utility_bill,ChannelId_3,2019-02-13,1800.0,2454,2,12,13,2,-654.0,-0.2665036674816626
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,12,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-496.0,496,2,12,13,2,-992.0,-2.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,12,13,2,-100.0,-2.0
ProviderId_5,financial_services,ChannelId_3,2019-02-13,7000.0,7000,2,12,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,5000.0,5000,2,12,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-250.0,250,2,12,13,2,-500.0,-2.0
ProviderId_1,airtime,ChannelId_3,2019-02-13,1000.0,1000,4,12,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,12,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,12,13,2,-100.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,12,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,12,13,2,-100.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,12,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,12,13,2,-100.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,12,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,12,13,2,-100.0,-2.0
ProviderId_4,airtime,ChannelId_5,2019-02-13,-2000.0,2000,4,12,13,2,-4000.0,-2.0
ProviderId_1,airtime,ChannelId_3,2019-02-13,3000.0,3000,4,12,13,2,0.0,0.0
ProviderId_1,financial_services,ChannelId_3,2019-02-13,5000.0,5000,2,12,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,10000.0,10000,2,12,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,12,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-150.0,150,2,12,13,2,-300.0,-2.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-200.0,200,2,12,13,2,-400.0,-2.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,12,13,2,-100.0,-2.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,5000.0,5000,4,12,13,2,0.0,0.0
ProviderId_1,airtime,ChannelId_1,2019-02-13,900.0,900,4,12,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-100.0,100,2,12,13,2,-200.0,-2.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-18.0,18,2,12,13,2,-36.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,12,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-20.0,20,2,12,13,2,-40.0,-2.0
ProviderId_1,financial_services,ChannelId_3,2019-02-13,5000.0,5000,2,12,13,2,0.0,0.0
ProviderId_1,financial_services,ChannelId_3,2019-02-13,5000.0,5000,2,12,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,12,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,12,13,2,-100.0,-2.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,500.0,500,4,12,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-25.0,25,2,12,13,2,-50.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,2000.0,2000,2,12,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-100.0,100,2,12,13,2,-200.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,10000.0,10000,2,12,13,2,0.0,0.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,1100.0,1100,4,12,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-500.0,500,2,12,13,2,-1000.0,-2.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-55.0,55,2,12,13,2,-110.0,-2.0
ProviderId_1,airtime,ChannelId_3,2019-02-13,1100.0,1100,4,12,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1500.0,1500,2,12,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-30.0,30,2,12,13,2,-60.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,125.0,125,2,12,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,12,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-20.0,20,2,12,13,2,-40.0,-2.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,1000.0,1000,4,12,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,12,13,2,-100.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1200.0,1200,2,12,13,2,0.0,0.0
ProviderId_3,financial_services,ChannelId_3,2019-02-13,10000.0,10000,2,12,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,90000.0,90000,2,13,13,2,0.0,0.0
ProviderId_3,airtime,ChannelId_3,2019-02-13,2000.0,2000,1,13,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,500.0,500,2,13,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-100.0,100,2,13,13,2,-200.0,-2.0
ProviderId_3,airtime,ChannelId_3,2019-02-13,1500.0,1500,1,13,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-30.0,30,2,13,13,2,-60.0,-2.0
ProviderId_3,financial_services,ChannelId_3,2019-02-13,10000.0,10000,2,13,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,13,13,2,0.0,0.0
ProviderId_1,financial_services,ChannelId_3,2019-02-13,5000.0,5000,2,13,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,13,13,2,-100.0,-2.0
ProviderId_1,financial_services,ChannelId_3,2019-02-13,1000.0,1000,2,13,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1300.0,1300,2,13,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,2000.0,2000,2,13,13,2,0.0,0.0
ProviderId_1,financial_services,ChannelId_3,2019-02-13,2000.0,2000,2,13,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-100.0,100,2,13,13,2,-200.0,-2.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,1000.0,1000,4,13,13,2,0.0,0.0
ProviderId_1,financial_services,ChannelId_3,2019-02-13,500.0,500,2,13,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,13,13,2,-100.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,2000.0,2000,2,13,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,2000.0,2000,2,13,13,2,0.0,0.0
ProviderId_5,tv,ChannelId_3,2019-02-13,11000.0,11330,2,13,13,2,-330.0,-0.02912621359223301
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-154.0,154,2,13,13,2,-308.0,-2.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-1000.0,1000,2,13,13,2,-2000.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,2000.0,2000,2,13,13,2,0.0,0.0
ProviderId_1,data_bundles,ChannelId_3,2019-02-13,500.0,500,4,13,13,2,0.0,0.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,750.0,750,4,13,13,2,0.0,0.0
ProviderId_6,data_bundles,ChannelId_3,2019-02-13,500.0,500,2,13,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-10.0,10,2,13,13,2,-20.0,-2.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-1000.0,1000,2,13,13,2,-2000.0,-2.0
ProviderId_5,financial_services,ChannelId_3,2019-02-13,500.0,500,2,13,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-37.5,38,2,13,13,2,-75.5,-1.986842105263158
ProviderId_6,airtime,ChannelId_3,2019-02-13,30000.0,30000,2,13,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-600.0,600,2,13,13,2,-1200.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,3000.0,3000,2,13,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-150.0,150,2,13,13,2,-300.0,-2.0
ProviderId_5,financial_services,ChannelId_3,2019-02-13,5000.0,5000,2,13,13,2,0.0,0.0
ProviderId_4,data_bundles,ChannelId_5,2019-02-13,-1000.0,1000,4,13,13,2,-2000.0,-2.0
ProviderId_5,financial_services,ChannelId_3,2019-02-13,5000.0,5000,2,13,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,5000.0,5000,2,13,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-250.0,250,2,13,13,2,-500.0,-2.0
ProviderId_5,financial_services,ChannelId_3,2019-02-13,5000.0,5000,2,13,13,2,0.0,0.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,2000.0,2000,4,13,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-100.0,100,2,13,13,2,-200.0,-2.0
ProviderId_6,tv,ChannelId_3,2019-02-13,11000.0,11000,2,13,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-220.0,220,2,13,13,2,-440.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,13,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,13,13,2,-100.0,-2.0
ProviderId_3,utility_bill,ChannelId_3,2019-02-13,127000.0,134610,1,13,13,2,-7610.0,-0.05653368991902533
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-1667.0,1667,2,13,13,2,-3334.0,-2.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,10000.0,10000,4,13,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-500.0,500,2,13,13,2,-1000.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,14,13,2,-100.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,400.0,400,2,14,13,2,0.0,0.0
ProviderId_3,airtime,ChannelId_3,2019-02-13,10000.0,10000,1,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-500.0,500,2,14,13,2,-1000.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,2000.0,2000,2,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-40.0,40,2,14,13,2,-80.0,-2.0
ProviderId_3,airtime,ChannelId_3,2019-02-13,10000.0,10000,1,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-200.0,200,2,14,13,2,-400.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,14,13,2,-100.0,-2.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,200000.0,200000,4,14,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,3000.0,3000,2,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-60.0,60,2,14,13,2,-120.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,2000.0,2000,2,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-40.0,40,2,14,13,2,-80.0,-2.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-10000.0,10000,2,14,13,2,-20000.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,700.0,700,2,14,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,2000.0,2000,2,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-14.0,14,2,14,13,2,-28.0,-2.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-100.0,100,2,14,13,2,-200.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-20.0,20,2,14,13,2,-40.0,-2.0
ProviderId_5,financial_services,ChannelId_3,2019-02-13,500.0,500,2,14,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,14,13,2,-100.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,14,13,2,-100.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-20.0,20,2,14,13,2,-40.0,-2.0
ProviderId_5,financial_services,ChannelId_3,2019-02-13,10000.0,10000,2,14,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,14,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-20.0,20,2,14,13,2,-40.0,-2.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,14,13,2,-100.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,2000.0,2000,2,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-100.0,100,2,14,13,2,-200.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,7000.0,7000,2,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-350.0,350,2,14,13,2,-700.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,14,13,2,-100.0,-2.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,500.0,500,4,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-25.0,25,2,14,13,2,-50.0,-2.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,1000.0,1000,4,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,14,13,2,-100.0,-2.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,1000.0,1000,4,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,14,13,2,-100.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-20.0,20,2,14,13,2,-40.0,-2.0
ProviderId_3,airtime,ChannelId_3,2019-02-13,2000.0,2000,1,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-100.0,100,2,14,13,2,-200.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,14,13,2,0.0,0.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,6000.0,6000,4,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,14,13,2,-100.0,-2.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-300.0,300,2,14,13,2,-600.0,-2.0
ProviderId_1,financial_services,ChannelId_3,2019-02-13,4700.0,4700,2,14,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,2000.0,2000,2,14,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,4740.0,4740,2,14,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,500.0,500,2,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-94.0,94,2,14,13,2,-188.0,-2.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-10.0,10,2,14,13,2,-20.0,-2.0
ProviderId_5,airtime,ChannelId_3,2019-02-13,5000.0,5000,4,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-250.0,250,2,14,13,2,-500.0,-2.0
ProviderId_3,airtime,ChannelId_3,2019-02-13,1200.0,1200,1,14,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-60.0,60,2,14,13,2,-120.0,-2.0
ProviderId_1,financial_services,ChannelId_3,2019-02-13,4400.0,4400,2,15,13,2,0.0,0.0
ProviderId_1,financial_services,ChannelId_3,2019-02-13,4200.0,4200,0,15,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,15,13,2,0.0,0.0
ProviderId_1,financial_services,ChannelId_3,2019-02-13,1500.0,1500,2,15,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1594.0,1594,2,15,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-30.0,30,2,15,13,2,-60.0,-2.0
ProviderId_1,financial_services,ChannelId_3,2019-02-13,2000.0,2000,2,15,13,2,0.0,0.0
ProviderId_1,financial_services,ChannelId_3,2019-02-13,2000.0,2000,2,15,13,2,0.0,0.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,2030.0,2030,2,15,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-40.0,40,2,15,13,2,-80.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,2000.0,2000,2,15,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-40.0,40,2,15,13,2,-80.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,15,13,2,0.0,0.0
ProviderId_4,financial_services,ChannelId_2,2019-02-13,-50.0,50,2,15,13,2,-100.0,-2.0
ProviderId_6,airtime,ChannelId_3,2019-02-13,1000.0,1000,2,15,13,2,0.0,0.0
